trade_id,trade_date,settlement_date,settlement_cycle_days,counterparty_id,counterparty_name,counterparty_region,instrument_id,instrument_type,instrument_liquidity_score,currency,is_cross_border,is_cross_currency,trade_value_usd,ssi_mismatch_flag,counterparty_historical_fail_rate,settlement_failed
TRD0006047,2026-03-27,2026-03-28,1,CPTY0101,"Patterson, Smith and Jones",IN,ISIN000156,Money Market,0.39,AUD,1,1,107772.95,0,0.087,0
TRD0006048,2024-10-09,2024-10-10,1,CPTY0054,Jones Inc,JP,ISIN000078,ADR,0.758,USD,1,0,18511.15,0,0.014,0
TRD0006049,2024-09-20,2024-09-21,1,CPTY0070,Gray Group,SG,ISIN000102,Government Bond,0.564,CHF,1,1,5142.47,0,0.061,0
TRD0006050,2025-04-28,2025-04-30,2,CPTY0050,"Brooks, Lam and Hayes",SG,ISIN000245,Corporate Bond,0.429,EUR,1,1,40019.22,0,0.087,0
TRD0006051,2025-11-24,2025-11-27,3,CPTY0116,Ross LLC,EU,ISIN000245,Corporate Bond,0.429,INR,1,1,19780.92,0,0.362,0
TRD0006052,2025-10-11,2025-10-14,3,CPTY0002,"Mcclain, Miller and Henderson",SG,ISIN000144,Corporate Bond,0.844,INR,1,1,6463.9,0,0.088,0
TRD0006053,2025-10-15,2025-10-17,2,CPTY0082,Donovan-Harris,AU,ISIN000112,ADR,0.715,SGD,1,1,614342.01,0,0.183,0
TRD0006054,2026-05-18,2026-05-19,1,CPTY0060,"Brown, Valdez and Lucas",JP,ISIN000065,Government Bond,0.639,AUD,1,1,532430.87,1,0.147,1
TRD0006055,2025-03-08,2025-03-10,2,CPTY0069,Hancock Inc,JP,ISIN000164,Corporate Bond,0.817,SGD,1,1,155982.56,0,0.078,0
TRD0006056,2025-07-28,2025-07-30,2,CPTY0043,Allen-Allen,US,ISIN000067,Money Market,0.734,AUD,0,1,25666.6,0,0.265,0
TRD0006057,2026-05-17,2026-05-18,1,CPTY0074,Novak PLC,IN,ISIN000006,Government Bond,0.597,GBP,1,1,102483.6,0,0.046,1
TRD0006058,2025-04-26,2025-04-28,2,CPTY0017,"Flowers, Martin and Kelly",CH,ISIN000186,Money Market,0.826,SGD,1,1,394443.55,0,0.168,0
TRD0006059,2025-05-23,2025-05-24,1,CPTY0048,Hickman Ltd,UK,ISIN000050,Equity,0.635,GBP,1,1,10820.91,0,0.141,0
TRD0006060,2025-10-18,2025-10-20,2,CPTY0025,Wilkerson-Day,CH,ISIN000293,Equity,0.891,ZAR,1,1,118767.97,0,0.181,0
TRD0006061,2026-06-13,2026-06-14,1,CPTY0080,"Sanchez, Wheeler and Harvey",IN,ISIN000251,Corporate Bond,0.907,BRL,1,1,607915.06,0,0.114,0
TRD0006062,2025-12-21,2025-12-23,2,CPTY0106,"Wright, Garcia and Deleon",CH,ISIN000298,Government Bond,0.721,SGD,1,1,796503.29,1,0.153,0
TRD0006063,2026-02-14,2026-02-15,1,CPTY0060,"Brown, Valdez and Lucas",JP,ISIN000172,ETF,0.753,SGD,1,1,169914.5,1,0.182,1
TRD0006064,2025-01-10,2025-01-13,3,CPTY0011,Dudley Group,US,ISIN000216,Equity,0.458,CHF,0,1,13766.01,1,0.266,1
TRD0006065,2025-01-30,2025-02-02,3,CPTY0034,"Dyer, Potter and Mack",AU,ISIN000115,ETF,0.879,ZAR,1,1,69845.29,0,0.345,0
TRD0006066,2025-05-07,2025-05-08,1,CPTY0097,Davis Group,EU,ISIN000214,Equity,0.859,EUR,1,1,158693.34,0,0.097,0
TRD0006067,2025-03-25,2025-03-26,1,CPTY0069,Hancock Inc,JP,ISIN000065,Government Bond,0.639,EUR,1,1,4224.15,0,0.146,0
TRD0006068,2025-02-15,2025-02-18,3,CPTY0082,Donovan-Harris,AU,ISIN000110,Money Market,0.51,USD,1,0,95295.26,0,0.173,0
TRD0006069,2025-06-18,2025-06-20,2,CPTY0071,House-Glover,UK,ISIN000133,Equity,0.54,SGD,1,1,612227.77,0,0.051,0
TRD0006070,2026-03-19,2026-03-20,1,CPTY0107,Dickson-Brady,BR,ISIN000274,Corporate Bond,0.917,INR,1,1,6244.22,0,0.083,0
TRD0006071,2024-10-13,2024-10-16,3,CPTY0115,Walker Ltd,UK,ISIN000274,Corporate Bond,0.917,ZAR,1,1,26967.08,0,0.042,0
TRD0006072,2024-10-17,2024-10-19,2,CPTY0097,Davis Group,EU,ISIN000122,ADR,0.762,EUR,1,1,30504.95,0,0.04,0
TRD0006073,2025-05-18,2025-05-21,3,CPTY0048,Hickman Ltd,UK,ISIN000099,Corporate Bond,0.671,INR,1,1,65253.45,0,0.075,0
TRD0006074,2025-10-12,2025-10-14,2,CPTY0030,Burton Ltd,AU,ISIN000148,ETF,0.927,ZAR,1,1,110721.38,0,0.224,0
TRD0006075,2025-12-27,2025-12-28,1,CPTY0016,James Group,IN,ISIN000180,ETF,0.947,CHF,1,1,211701.5,0,0.215,0
TRD0006076,2026-05-21,2026-05-23,2,CPTY0100,Figueroa PLC,JP,ISIN000028,Money Market,0.681,JPY,1,1,73864.79,1,0.283,1
TRD0006077,2026-02-03,2026-02-04,1,CPTY0068,Russell Group,AU,ISIN000163,ETF,0.712,INR,1,1,10350.44,0,0.079,0
TRD0006078,2025-08-03,2025-08-05,2,CPTY0114,Torres-Pope,US,ISIN000245,Corporate Bond,0.429,SGD,0,1,4836.7,1,0.455,1
TRD0006079,2025-02-19,2025-02-20,1,CPTY0103,"Tran, Jordan and Williams",SG,ISIN000058,Money Market,0.884,JPY,1,1,128665.41,0,0.038,0
TRD0006080,2026-04-17,2026-04-19,2,CPTY0026,Baker and Sons,SG,ISIN000052,Money Market,0.731,EUR,1,1,66056.58,0,0.126,0
TRD0006081,2025-12-28,2025-12-29,1,CPTY0004,"Guzman, Hoffman and Baldwin",JP,ISIN000132,ADR,0.921,INR,1,1,572033.8,0,0.07,1
TRD0006082,2025-08-31,2025-09-02,2,CPTY0028,"Ross, Robinson and Bright",EU,ISIN000051,Corporate Bond,0.522,SGD,1,1,2114281.67,0,0.17,0
TRD0006083,2026-05-01,2026-05-02,1,CPTY0024,"Walter, Edwards and Rios",ZA,ISIN000052,Money Market,0.731,AUD,1,1,7566.81,0,0.177,0
TRD0006084,2025-03-02,2025-03-03,1,CPTY0108,Hancock and Sons,AU,ISIN000091,Corporate Bond,0.741,BRL,1,1,499254.58,0,0.214,0
TRD0006085,2026-01-05,2026-01-06,1,CPTY0068,Russell Group,AU,ISIN000230,ETF,0.557,CHF,1,1,14122.13,0,0.042,0
TRD0006086,2026-01-25,2026-01-28,3,CPTY0003,Davis and Sons,JP,ISIN000125,ETF,0.576,CHF,1,1,10309.51,1,0.173,1
TRD0006087,2026-06-28,2026-06-29,1,CPTY0059,Gomez-Jenkins,UK,ISIN000074,ADR,0.499,SGD,1,1,6424.19,0,0.061,0
TRD0006088,2025-09-04,2025-09-07,3,CPTY0050,"Brooks, Lam and Hayes",SG,ISIN000294,Equity,0.842,JPY,1,1,486352.52,0,0.044,0
TRD0006089,2025-11-05,2025-11-06,1,CPTY0047,"Martin, Rose and Obrien",BR,ISIN000278,Corporate Bond,0.715,SGD,1,1,45560.27,0,0.111,0
TRD0006090,2024-12-17,2024-12-18,1,CPTY0097,Davis Group,EU,ISIN000234,Government Bond,0.413,USD,1,0,9920.52,0,0.117,0
TRD0006091,2024-12-05,2024-12-06,1,CPTY0111,"Shields, Cochran and Adams",IN,ISIN000146,Corporate Bond,0.849,GBP,1,1,136734.62,0,0.181,0
TRD0006092,2024-12-11,2024-12-12,1,CPTY0090,"Turner, Riggs and Roman",JP,ISIN000236,Government Bond,0.772,BRL,1,1,126481.82,0,0.097,0
TRD0006093,2025-10-29,2025-11-01,3,CPTY0030,Burton Ltd,AU,ISIN000121,Equity,0.678,ZAR,1,1,290633.96,1,0.202,1
TRD0006094,2026-01-07,2026-01-08,1,CPTY0005,"Gardner, Robinson and Lawrence",EU,ISIN000087,Government Bond,0.495,AUD,1,1,15664.69,0,0.241,0
TRD0006095,2025-02-12,2025-02-13,1,CPTY0058,Lee-Davis,SG,ISIN000194,Money Market,0.588,ZAR,1,1,75787.82,0,0.108,0
TRD0006096,2025-12-17,2025-12-19,2,CPTY0065,Morton-Chase,AU,ISIN000034,Money Market,0.644,JPY,1,1,2850.34,0,0.185,0
TRD0006097,2025-03-27,2025-03-29,2,CPTY0057,"Johnston, Sanchez and Kennedy",JP,ISIN000073,Corporate Bond,0.773,SGD,1,1,605686.36,0,0.128,0
TRD0006098,2026-06-17,2026-06-18,1,CPTY0035,Rodriguez-Graham,UK,ISIN000142,Money Market,0.761,ZAR,1,1,32300.57,0,0.131,1
TRD0006099,2025-12-06,2025-12-09,3,CPTY0028,"Ross, Robinson and Bright",EU,ISIN000299,Corporate Bond,0.887,SGD,1,1,56056.36,0,0.174,0
TRD0006100,2024-10-13,2024-10-14,1,CPTY0062,Wright and Sons,BR,ISIN000262,Equity,0.864,ZAR,1,1,97065.58,0,0.123,0
TRD0006101,2026-01-04,2026-01-06,2,CPTY0082,Donovan-Harris,AU,ISIN000111,Corporate Bond,0.409,GBP,1,1,27229.11,1,0.087,0
TRD0006102,2025-11-18,2025-11-21,3,CPTY0082,Donovan-Harris,AU,ISIN000139,Corporate Bond,0.747,SGD,1,1,18969.57,0,0.112,0
TRD0006103,2024-11-17,2024-11-20,3,CPTY0050,"Brooks, Lam and Hayes",SG,ISIN000285,Money Market,0.869,GBP,1,1,62837.77,0,0.126,0
TRD0006104,2025-07-28,2025-07-30,2,CPTY0034,"Dyer, Potter and Mack",AU,ISIN000148,ETF,0.927,AUD,1,1,30369.21,0,0.338,0
TRD0006105,2025-08-27,2025-08-29,2,CPTY0003,Davis and Sons,JP,ISIN000061,ADR,0.717,GBP,1,1,20616.48,0,0.206,0
TRD0006106,2025-12-23,2025-12-25,2,CPTY0102,"Mckee, Gardner and Davenport",IN,ISIN000127,ETF,0.74,JPY,1,1,99312.75,0,0.194,0
TRD0006107,2025-11-08,2025-11-09,1,CPTY0048,Hickman Ltd,UK,ISIN000217,ETF,0.746,GBP,1,1,47838.4,0,0.079,0
TRD0006108,2025-03-09,2025-03-11,2,CPTY0059,Gomez-Jenkins,UK,ISIN000214,Equity,0.859,EUR,1,1,57466.17,0,0.068,0
TRD0006109,2026-01-04,2026-01-07,3,CPTY0020,Gray-Mayo,JP,ISIN000202,Corporate Bond,0.621,ZAR,1,1,267168.22,0,0.243,0
TRD0006110,2024-09-29,2024-10-01,2,CPTY0068,Russell Group,AU,ISIN000077,ADR,0.808,CHF,1,1,15137.31,0,0.061,0
TRD0006111,2026-02-12,2026-02-14,2,CPTY0028,"Ross, Robinson and Bright",EU,ISIN000074,ADR,0.499,GBP,1,1,12472.74,0,0.099,0
TRD0006112,2025-04-01,2025-04-02,1,CPTY0091,"Smith, Montoya and Evans",CH,ISIN000004,ETF,0.6,JPY,1,1,251209.85,0,0.163,1
TRD0006113,2025-09-11,2025-09-12,1,CPTY0104,Nolan-Flynn,CH,ISIN000290,ADR,0.823,EUR,1,1,169920.3,0,0.183,0
TRD0006114,2025-07-10,2025-07-11,1,CPTY0024,"Walter, Edwards and Rios",ZA,ISIN000067,Money Market,0.734,SGD,1,1,427250.61,0,0.167,0
TRD0006115,2025-09-27,2025-09-28,1,CPTY0019,"Reid, Ferguson and Sanchez",IN,ISIN000144,Corporate Bond,0.844,ZAR,1,1,13854.33,0,0.191,0
TRD0006116,2025-09-18,2025-09-19,1,CPTY0110,Patton-Jenkins,EU,ISIN000050,Equity,0.635,USD,1,0,25209.88,0,0.0,0
TRD0006117,2025-12-02,2025-12-04,2,CPTY0002,"Mcclain, Miller and Henderson",SG,ISIN000237,Equity,0.922,BRL,1,1,3417668.35,0,0.133,0
TRD0006118,2026-01-04,2026-01-05,1,CPTY0023,Morales-Jones,JP,ISIN000289,Equity,0.853,ZAR,1,1,12476.21,0,0.056,0
TRD0006119,2025-05-22,2025-05-24,2,CPTY0117,Rasmussen LLC,EU,ISIN000217,ETF,0.746,USD,1,0,17346.88,0,0.228,0
TRD0006120,2025-12-07,2025-12-10,3,CPTY0079,"Hensley, Powell and David",SG,ISIN000111,Corporate Bond,0.409,GBP,1,1,73718.14,0,0.0,0
TRD0006121,2026-02-02,2026-02-04,2,CPTY0090,"Turner, Riggs and Roman",JP,ISIN000250,Equity,0.609,AUD,1,1,36577.94,0,0.162,0
TRD0006122,2026-05-27,2026-05-28,1,CPTY0028,"Ross, Robinson and Bright",EU,ISIN000194,Money Market,0.588,JPY,1,1,1467454.37,0,0.201,0
TRD0006123,2026-04-16,2026-04-19,3,CPTY0014,Williams and Sons,JP,ISIN000017,Equity,0.778,JPY,1,1,16703.49,1,0.193,0
TRD0006124,2025-08-20,2025-08-21,1,CPTY0003,Davis and Sons,JP,ISIN000184,Corporate Bond,0.84,JPY,1,1,213979.7,0,0.156,0
TRD0006125,2025-02-09,2025-02-11,2,CPTY0084,"Evans, Stewart and Walton",JP,ISIN000098,Equity,0.576,JPY,1,1,7956.17,0,0.185,0
TRD0006126,2026-05-14,2026-05-17,3,CPTY0010,Blair PLC,BR,ISIN000124,Government Bond,0.891,SGD,1,1,69190.04,0,0.045,0
TRD0006127,2026-04-21,2026-04-22,1,CPTY0069,Hancock Inc,JP,ISIN000183,Government Bond,0.556,USD,1,0,34476.68,0,0.131,0
TRD0006128,2025-05-26,2025-05-27,1,CPTY0068,Russell Group,AU,ISIN000213,Money Market,0.678,EUR,1,1,714874.7,0,0.0,0
TRD0006129,2026-03-21,2026-03-22,1,CPTY0003,Davis and Sons,JP,ISIN000045,Equity,0.624,USD,1,0,92039.85,0,0.185,0
TRD0006130,2024-07-11,2024-07-14,3,CPTY0063,"West, Henderson and Ramirez",SG,ISIN000126,ETF,0.629,ZAR,1,1,8403.18,0,0.101,0
TRD0006131,2025-08-12,2025-08-13,1,CPTY0008,Garcia-James,UK,ISIN000123,ETF,0.479,EUR,1,1,264297.62,0,0.263,0
TRD0006132,2024-09-22,2024-09-24,2,CPTY0069,Hancock Inc,JP,ISIN000200,Money Market,0.562,ZAR,1,1,3193.4,1,0.155,0
TRD0006133,2024-07-21,2024-07-22,1,CPTY0030,Burton Ltd,AU,ISIN000187,ADR,0.766,EUR,1,1,20587.78,0,0.172,0
TRD0006134,2025-04-23,2025-04-24,1,CPTY0037,"Baker, Mason and White",BR,ISIN000279,ADR,0.64,CHF,1,1,4725.35,0,0.0,0
TRD0006135,2024-10-22,2024-10-23,1,CPTY0040,Ryan PLC,AU,ISIN000068,ETF,0.348,GBP,1,1,18709.16,0,0.351,1
TRD0006136,2024-08-12,2024-08-13,1,CPTY0095,Harris-Walters,BR,ISIN000051,Corporate Bond,0.522,EUR,1,1,114995.93,0,0.116,0
TRD0006137,2025-12-04,2025-12-06,2,CPTY0006,Blake and Sons,UK,ISIN000196,Money Market,0.552,AUD,1,1,116757.49,0,0.061,0
TRD0006138,2024-08-14,2024-08-15,1,CPTY0052,Chapman and Sons,AU,ISIN000191,Government Bond,0.761,SGD,1,1,42792.29,0,0.137,0
TRD0006139,2024-12-04,2024-12-05,1,CPTY0110,Patton-Jenkins,EU,ISIN000163,ETF,0.712,INR,1,1,16530.12,0,0.088,0
TRD0006140,2025-01-25,2025-01-26,1,CPTY0084,"Evans, Stewart and Walton",JP,ISIN000136,ADR,0.759,SGD,1,1,807301.4,0,0.203,0
TRD0006141,2026-02-04,2026-02-05,1,CPTY0096,Wagner-King,ZA,ISIN000129,Equity,0.837,INR,1,1,23144.68,0,0.073,0
TRD0006142,2026-03-04,2026-03-07,3,CPTY0099,Walsh LLC,EU,ISIN000179,ADR,0.821,EUR,1,1,26176.13,0,0.175,0
TRD0006143,2024-11-04,2024-11-05,1,CPTY0050,"Brooks, Lam and Hayes",SG,ISIN000218,ADR,0.699,SGD,1,1,789497.72,0,0.078,0
TRD0006144,2025-02-09,2025-02-11,2,CPTY0116,Ross LLC,EU,ISIN000002,ETF,0.83,AUD,1,1,46038.52,0,0.428,0
TRD0006145,2025-12-14,2025-12-17,3,CPTY0036,Smith-Bowen,UK,ISIN000165,ETF,0.68,INR,1,1,2545.35,0,0.156,0
TRD0006146,2025-01-12,2025-01-13,1,CPTY0095,Harris-Walters,BR,ISIN000205,Equity,0.655,GBP,1,1,39293.83,0,0.13,0
TRD0006147,2024-10-23,2024-10-24,1,CPTY0099,Walsh LLC,EU,ISIN000056,ETF,0.809,USD,1,0,29585.46,0,0.0,0
TRD0006148,2026-04-14,2026-04-15,1,CPTY0083,"Edwards, Baker and Anderson",US,ISIN000222,Government Bond,0.777,ZAR,0,1,180429.29,0,0.0,0
TRD0006149,2024-08-19,2024-08-22,3,CPTY0061,Powell LLC,UK,ISIN000189,Equity,0.752,ZAR,1,1,46941.61,0,0.061,0
TRD0006150,2025-12-20,2025-12-21,1,CPTY0096,Wagner-King,ZA,ISIN000075,Government Bond,0.742,EUR,1,1,222967.7,0,0.076,0
TRD0006151,2026-03-03,2026-03-04,1,CPTY0115,Walker Ltd,UK,ISIN000108,ETF,0.663,AUD,1,1,1372225.58,0,0.029,1
TRD0006152,2025-02-16,2025-02-18,2,CPTY0036,Smith-Bowen,UK,ISIN000197,Money Market,0.737,ZAR,1,1,254970.98,0,0.113,0
TRD0006153,2024-12-07,2024-12-09,2,CPTY0036,Smith-Bowen,UK,ISIN000164,Corporate Bond,0.817,BRL,1,1,14948.4,0,0.179,0
TRD0006154,2026-02-07,2026-02-08,1,CPTY0065,Morton-Chase,AU,ISIN000189,Equity,0.752,GBP,1,1,27284.48,0,0.119,0
TRD0006155,2025-08-26,2025-08-28,2,CPTY0018,"Adams, Zuniga and Wong",US,ISIN000228,Corporate Bond,0.888,CHF,0,1,83630.62,0,0.211,0
TRD0006156,2024-07-27,2024-07-28,1,CPTY0030,Burton Ltd,AU,ISIN000036,Corporate Bond,0.589,JPY,1,1,338196.47,0,0.259,0
TRD0006157,2025-04-06,2025-04-08,2,CPTY0100,Figueroa PLC,JP,ISIN000148,ETF,0.927,USD,1,0,65957.92,0,0.219,0
TRD0006158,2026-03-26,2026-03-28,2,CPTY0006,Blake and Sons,UK,ISIN000113,Money Market,0.795,USD,1,0,26011.52,0,0.053,0
TRD0006159,2025-06-18,2025-06-20,2,CPTY0054,Jones Inc,JP,ISIN000013,Money Market,0.871,BRL,1,1,34209.15,0,0.095,0
TRD0006160,2024-09-19,2024-09-20,1,CPTY0010,Blair PLC,BR,ISIN000195,ETF,0.473,JPY,1,1,198116.29,0,0.082,0
TRD0006161,2025-10-23,2025-10-24,1,CPTY0035,Rodriguez-Graham,UK,ISIN000148,ETF,0.927,EUR,1,1,14825.6,0,0.231,0
TRD0006162,2026-05-07,2026-05-08,1,CPTY0106,"Wright, Garcia and Deleon",CH,ISIN000160,Corporate Bond,0.743,USD,1,0,29671.47,0,0.185,0
TRD0006163,2025-12-08,2025-12-09,1,CPTY0079,"Hensley, Powell and David",SG,ISIN000156,Money Market,0.39,GBP,1,1,218536.58,0,0.014,0
TRD0006164,2026-01-27,2026-01-28,1,CPTY0076,"Woods, Calhoun and Schmidt",EU,ISIN000182,Corporate Bond,0.742,EUR,1,1,19152.64,0,0.118,0
TRD0006165,2025-09-11,2025-09-14,3,CPTY0099,Walsh LLC,EU,ISIN000016,Government Bond,0.76,GBP,1,1,4087677.09,0,0.176,0
TRD0006166,2026-05-04,2026-05-05,1,CPTY0065,Morton-Chase,AU,ISIN000176,ADR,0.931,CHF,1,1,367984.03,0,0.113,0
TRD0006167,2024-12-23,2024-12-25,2,CPTY0104,Nolan-Flynn,CH,ISIN000149,Corporate Bond,0.72,JPY,1,1,17207.59,1,0.151,1
TRD0006168,2026-01-29,2026-01-30,1,CPTY0086,"Ferrell, Jones and Lewis",AU,ISIN000238,Equity,0.459,AUD,1,1,211149.7,0,0.25,0
TRD0006169,2025-11-16,2025-11-19,3,CPTY0095,Harris-Walters,BR,ISIN000188,Money Market,0.871,BRL,1,1,12165.53,0,0.183,0
TRD0006170,2025-09-10,2025-09-13,3,CPTY0115,Walker Ltd,UK,ISIN000037,Government Bond,0.59,CHF,1,1,655.03,0,0.082,0
TRD0006171,2025-04-30,2025-05-02,2,CPTY0080,"Sanchez, Wheeler and Harvey",IN,ISIN000198,Corporate Bond,0.768,INR,1,1,177432.45,0,0.0,0
TRD0006172,2025-01-02,2025-01-04,2,CPTY0106,"Wright, Garcia and Deleon",CH,ISIN000172,ETF,0.753,BRL,1,1,58202.1,0,0.242,0
TRD0006173,2025-08-02,2025-08-04,2,CPTY0012,Arnold Ltd,US,ISIN000027,Corporate Bond,0.862,JPY,0,1,236328.67,0,0.154,0
TRD0006174,2026-03-03,2026-03-04,1,CPTY0093,Newton and Sons,JP,ISIN000085,Corporate Bond,0.754,GBP,1,1,40522.66,0,0.086,0
TRD0006175,2026-03-12,2026-03-13,1,CPTY0041,George Group,CH,ISIN000018,Government Bond,0.337,CHF,1,1,82150.57,1,0.173,0
TRD0006176,2026-03-14,2026-03-16,2,CPTY0079,"Hensley, Powell and David",SG,ISIN000288,Equity,0.912,EUR,1,1,10190.6,0,0.127,0
TRD0006177,2025-12-24,2025-12-26,2,CPTY0053,"Robinson, Jones and Welch",CH,ISIN000205,Equity,0.655,ZAR,1,1,34714.91,1,0.215,1
TRD0006178,2025-02-10,2025-02-11,1,CPTY0077,Yu Inc,ZA,ISIN000267,Equity,0.87,GBP,1,1,74236.11,0,0.242,1
TRD0006179,2025-12-22,2025-12-23,1,CPTY0012,Arnold Ltd,US,ISIN000293,Equity,0.891,INR,0,1,92901.04,1,0.17,0
TRD0006180,2025-11-30,2025-12-02,2,CPTY0119,"Rivera, Johnson and Wiley",CH,ISIN000058,Money Market,0.884,INR,1,1,7863.96,0,0.224,0
TRD0006181,2024-08-07,2024-08-09,2,CPTY0107,Dickson-Brady,BR,ISIN000189,Equity,0.752,ZAR,1,1,436710.4,0,0.148,0
TRD0006182,2026-06-21,2026-06-24,3,CPTY0108,Hancock and Sons,AU,ISIN000266,ADR,0.789,CHF,1,1,98629.5,0,0.226,0
TRD0006183,2025-04-24,2025-04-25,1,CPTY0023,Morales-Jones,JP,ISIN000210,Money Market,0.687,ZAR,1,1,5988.99,0,0.061,0
TRD0006184,2025-04-29,2025-04-30,1,CPTY0061,Powell LLC,UK,ISIN000277,Money Market,0.659,ZAR,1,1,14935.3,0,0.066,0
TRD0006185,2025-05-21,2025-05-23,2,CPTY0001,Doyle Ltd,US,ISIN000256,Money Market,0.693,SGD,0,1,18165.9,0,0.148,0
TRD0006186,2026-03-06,2026-03-07,1,CPTY0114,Torres-Pope,US,ISIN000075,Government Bond,0.742,ZAR,0,1,17805.53,0,0.458,0
TRD0006187,2025-12-16,2025-12-17,1,CPTY0024,"Walter, Edwards and Rios",ZA,ISIN000106,Government Bond,0.891,AUD,1,1,181689.37,0,0.161,0
TRD0006188,2025-03-01,2025-03-04,3,CPTY0023,Morales-Jones,JP,ISIN000192,Equity,0.767,EUR,1,1,99739.44,0,0.068,0
TRD0006189,2025-09-03,2025-09-05,2,CPTY0025,Wilkerson-Day,CH,ISIN000055,ADR,0.974,GBP,1,1,92953.49,0,0.232,0
TRD0006190,2024-08-12,2024-08-13,1,CPTY0058,Lee-Davis,SG,ISIN000243,Equity,0.87,BRL,1,1,5634.35,0,0.0,0
TRD0006191,2024-07-12,2024-07-13,1,CPTY0041,George Group,CH,ISIN000055,ADR,0.974,ZAR,1,1,42276.55,0,0.118,0
TRD0006192,2026-01-30,2026-02-01,2,CPTY0096,Wagner-King,ZA,ISIN000201,Equity,0.617,CHF,1,1,394090.82,0,0.053,0
TRD0006193,2025-01-13,2025-01-15,2,CPTY0019,"Reid, Ferguson and Sanchez",IN,ISIN000185,Equity,0.843,BRL,1,1,27711.76,0,0.119,0
TRD0006194,2024-12-06,2024-12-07,1,CPTY0119,"Rivera, Johnson and Wiley",CH,ISIN000133,Equity,0.54,SGD,1,1,143762.59,0,0.252,0
TRD0006195,2025-10-27,2025-10-28,1,CPTY0078,Jones Inc,BR,ISIN000228,Corporate Bond,0.888,EUR,1,1,1537673.94,0,0.0,0
TRD0006196,2026-05-07,2026-05-08,1,CPTY0027,"Hoffman, Baker and Richards",US,ISIN000268,Corporate Bond,0.677,AUD,0,1,3375.37,0,0.144,0
TRD0006197,2026-02-28,2026-03-02,2,CPTY0108,Hancock and Sons,AU,ISIN000226,ADR,0.732,GBP,1,1,14604.82,0,0.179,0
TRD0006198,2026-05-01,2026-05-02,1,CPTY0002,"Mcclain, Miller and Henderson",SG,ISIN000106,Government Bond,0.891,JPY,1,1,1487280.03,0,0.065,0
TRD0006199,2026-05-08,2026-05-09,1,CPTY0101,"Patterson, Smith and Jones",IN,ISIN000168,ETF,0.833,JPY,1,1,680856.91,0,0.106,0
TRD0006200,2025-06-11,2025-06-14,3,CPTY0047,"Martin, Rose and Obrien",BR,ISIN000158,Equity,0.944,AUD,1,1,177031.22,0,0.103,0
TRD0006201,2026-04-07,2026-04-08,1,CPTY0010,Blair PLC,BR,ISIN000046,Equity,0.757,GBP,1,1,114270.28,0,0.028,0
TRD0006202,2024-12-24,2024-12-25,1,CPTY0021,"Watts, Robinson and Nguyen",IN,ISIN000175,ADR,0.722,EUR,1,1,41352.36,0,0.05,0
TRD0006203,2026-06-09,2026-06-10,1,CPTY0097,Davis Group,EU,ISIN000154,Equity,0.605,AUD,1,1,88280.34,0,0.069,0
TRD0006204,2025-11-06,2025-11-09,3,CPTY0029,"Snyder, Campos and Callahan",BR,ISIN000108,ETF,0.663,USD,1,0,20202.54,0,0.143,1
TRD0006205,2025-12-31,2026-01-03,3,CPTY0075,"Daniels, Adkins and Brown",JP,ISIN000072,ADR,0.694,AUD,1,1,45775.46,0,0.181,0
TRD0006206,2026-01-04,2026-01-05,1,CPTY0034,"Dyer, Potter and Mack",AU,ISIN000066,Money Market,0.57,INR,1,1,7538.84,0,0.335,1
TRD0006207,2025-11-17,2025-11-19,2,CPTY0049,"Harris, Collins and Carney",IN,ISIN000102,Government Bond,0.564,AUD,1,1,41712.89,0,0.272,0
TRD0006208,2025-04-13,2025-04-14,1,CPTY0069,Hancock Inc,JP,ISIN000048,Government Bond,0.743,BRL,1,1,9296.75,0,0.099,0
TRD0006209,2026-02-08,2026-02-09,1,CPTY0074,Novak PLC,IN,ISIN000082,ETF,0.954,SGD,1,1,53162.37,0,0.032,0
TRD0006210,2025-10-02,2025-10-03,1,CPTY0011,Dudley Group,US,ISIN000121,Equity,0.678,ZAR,0,1,7896.25,0,0.245,0
TRD0006211,2025-08-30,2025-08-31,1,CPTY0080,"Sanchez, Wheeler and Harvey",IN,ISIN000202,Corporate Bond,0.621,BRL,1,1,58545.81,0,0.0,0
TRD0006212,2026-01-26,2026-01-27,1,CPTY0066,Williams PLC,EU,ISIN000247,Government Bond,0.713,EUR,1,1,3090.76,0,0.337,1
TRD0006213,2025-10-13,2025-10-15,2,CPTY0011,Dudley Group,US,ISIN000005,Money Market,0.964,CHF,0,1,126897.45,1,0.24,1
TRD0006214,2024-12-01,2024-12-04,3,CPTY0029,"Snyder, Campos and Callahan",BR,ISIN000263,ADR,0.489,ZAR,1,1,152107.74,0,0.177,0
TRD0006215,2026-02-24,2026-02-27,3,CPTY0094,Campbell-Clark,ZA,ISIN000079,Government Bond,0.749,EUR,1,1,180419.03,0,0.387,0
TRD0006216,2026-01-16,2026-01-18,2,CPTY0007,"Henderson, Ramirez and Lewis",IN,ISIN000121,Equity,0.678,SGD,1,1,70201.2,0,0.104,0
TRD0006217,2024-11-29,2024-12-02,3,CPTY0037,"Baker, Mason and White",BR,ISIN000265,Government Bond,0.617,SGD,1,1,11582.5,0,0.059,0
